Title,Abstract,Include? (GPT-4.1),Comments (GPT-4.1),DOI,Tier,Screener Name,Notes,,313
Evaluation of LLMs accuracy and consistency in the registered dietitian exam through prompt engineering and knowledge retrieval,"Large language models (LLMs) are fundamentally transforming human-facing applications in the health and well-being domains: boosting patient engagement, accelerating clinical decision-making, and facilitating medical education. Although state-of-the-art LLMs have shown superior performance in several conversational applications, evaluations within nutrition and diet applications are still insufficient. In this paper, we propose to employ the Registered Dietitian (RD) exam to conduct a standard and comprehensive evaluation of state-of-the-art LLMs, GPT-4o, Claude 3.5 Sonnet, and Gemini 1.5 Pro, assessing both accuracy and consistency in nutrition queries. Our evaluation includes 1050 RD exam questions encompassing several nutrition topics and proficiency levels. In addition, for the first time, we examine the impact of Zero-Shot (ZS), Chain of Thought (CoT), Chain of Thought with Self Consistency (CoT-SC), and Retrieval Augmented Prompting (RAP) on both accuracy and consistency of the responses. Our findings revealed that while these LLMs obtained acceptable overall performance, their results varied considerably with different prompts and question domains. GPT-4o with CoT-SC prompting outperformed the other approaches, whereas Gemini 1.5 Pro with ZS recorded the highest consistency. For GPT-4o and Claude 3.5, CoT improved the accuracy, and CoT-SC improved both accuracy and consistency. RAP was particularly effective for GPT-4o to answer Expert level questions. Consequently, choosing the appropriate LLM and prompting technique, tailored to the proficiency level and specific domain, can mitigate errors and potential risks in diet and nutrition chatbots.",yes,"This study evaluates the clinical performance of multiple frontier LLMs (GPT-4o, Claude 3.5 Sonnet, Gemini 1.5 Pro) on the Registered Dietitian exam, which is a clinically relevant, healthcare-focused assessment. The study tests LLMs' ability to answer nutrition-related questions, which is within the scope of clinical evaluation. The focus is not on technical architecture or non-clinical tasks, but on clinical knowledge and decision-making relevant to healthcare.",10.1038/s41598-024-85003-w,III,Joanne,"Fake data
Fake tasks
not retro/prospective
no real world clinical deployment or RCT",,
Assessing the accuracy and consistency of answers by ChatGPT to questions regarding carbon monoxide poisoning,"Background ChatGPT, developed by OpenAI, is an artificial intelligence software designed to generate text-based responses. The objective of this study is to evaluate the accuracy and consistency of ChatGPT’s responses to single-choice questions pertaining to carbon monoxide poisoning. This evaluation will contribute to our understanding of the reliability of ChatGPT-generated information in the medical field. Methods The questions utilized in this study were selected from the ""Medical Exam Assistant (Yi Kao Bang)"" application and encompassed a range of topics related to carbon monoxide poisoning. A total of 44 single-choice questions were included in the study following a screening process. Each question was entered into ChatGPT ten times in Chinese, followed by a translation into English, where it was also entered ten times. The responses generated by ChatGPT were subjected to statistical analysis with the objective of assessing their accuracy and consistency in both languages. In this assessment process, the ""Medical Exam Assistant (Yi Kao Bang)"" reference responses were employed as benchmarks. The data analysis was conducted using the Python. Results In approximately 50% of the cases, the responses generated by ChatGPT exhibited a high degree of consistency, whereas in approximately one-third of the cases, the responses exhibited unacceptable blurring of the answers. Meanwhile, the accuracy of these responses was less favorable, with an accuracy rate of 61.1% in Chinese and 57% in English. This indicates that ChatGPT could be enhanced with respect to both consistency and accuracy in responding to queries pertaining to carbon monoxide poisoning. Conclusions It is currently evident that the consistency and accuracy of responses generated by ChatGPT regarding carbon monoxide poisoning is inadequate. Although it offers significant insights, it should not supersede the role of healthcare professionals in making clinical decisions.",yes,"This study evaluates ChatGPT's accuracy and consistency in answering clinically relevant questions about carbon monoxide poisoning, using medical exam questions as the benchmark. The focus is on ChatGPT's performance in a clinical knowledge context, which aligns with the inclusion criteria.",10.1371/journal.pone.0311937,III,Joanne,"Fake data
Fake tasks
Retrospective
no real world clinical deployment or RCT",,
Evaluating ChatGPT on Orbital and Oculofacial Disorders: Accuracy and Readability Insights,"3136. Ophthalmic Plast Reconstr Surg. 2024 Mar-Apr 01;40(2):217-222. doi: 
10.1097/IOP.0000000000002552. Epub 2023 Nov 16.

Evaluating ChatGPT on Orbital and Oculofacial Disorders: Accuracy and 
Readability Insights.

Balas M(1), Janic A(1), Daigle P(2), Nijhawan N(2), Hussain A(3), Gill H(2), 
Lahaie GL(4), Belliveau MJ(5), Crawford SA(1)(6), Arjmand P(7), Ing EB(2)(8).

Author information:
(1)Temerty Faculty of Medicine.
(2)Department of Ophthalmology and Vision Sciences, University of Toronto, 
Toronto, Ontario, Canada.
(3)Department of Ophthalmology and Visual Sciences, Dalhousie University, 
Halifax, Nova Scotia, Canada.
(4)Department of Ophthalmology, Queen's University, Kingston, Ontario, Canada.
(5)Department of Ophthalmology, University of Ottawa and The Ottawa Hospital 
Research Institute, Ottawa, Ontario, Canada.
(6)Division of Vascular Surgery, Department of Surgery, University of Toronto, 
Toronto, Ontario, Canada.
(7)Mississauga Retina Institute, Toronto, Ontario, Canada.
(8)Department of Ophthalmology and Vision Sciences, University of Alberta, 
Edmonton, Alberta, Canada.

PURPOSE: To assess the accuracy and readability of responses generated by the 
artificial intelligence model, ChatGPT (version 4.0), to questions related to 10 
essential domains of orbital and oculofacial disease.
METHODS: A set of 100 questions related to the diagnosis, treatment, and 
interpretation of orbital and oculofacial diseases was posed to ChatGPT 4.0. 
Responses were evaluated by a panel of 7 experts based on appropriateness and 
accuracy, with performance scores measured on a 7-item Likert scale. Inter-rater 
reliability was determined via the intraclass correlation coefficient.
RESULTS: The artificial intelligence model demonstrated accurate and consistent 
performance across all 10 domains of orbital and oculofacial disease, with an 
average appropriateness score of 5.3/6.0 (""mostly appropriate"" to ""completely 
appropriate""). Domains of cavernous sinus fistula, retrobulbar hemorrhage, and 
blepharospasm had the highest domain scores (average scores of 5.5 to 5.6), 
while the proptosis domain had the lowest (average score of 5.0/6.0). The 
intraclass correlation coefficient was 0.64 (95% CI: 0.52 to 0.74), reflecting 
moderate inter-rater reliability. The responses exhibited a high reading-level 
complexity, representing the comprehension levels of a college or graduate 
education.
CONCLUSIONS: This study demonstrates the potential of ChatGPT 4.0 to provide 
accurate information in the field of ophthalmology, specifically orbital and 
oculofacial disease. However, challenges remain in ensuring accurate and 
comprehensive responses across all disease domains. Future improvements should 
focus on refining the model's correctness and eventually expanding the scope to 
visual data interpretation. Our results highlight the vast potential for 
artificial intelligence in educational and clinical ophthalmology contexts.

Copyright © 2023 The American Society of Ophthalmic Plastic and Reconstructive 
Surgery, Inc.",yes,"This study evaluates ChatGPT-4.0's accuracy and readability in answering clinical questions about orbital and oculofacial disorders, covering diagnosis, treatment, and interpretation. The evaluation is based on expert review of clinical content, making it a direct assessment of an LLM in a clinical context.",10.1097/IOP.0000000000002552,III,Joanne,"Fake data
Fake tasks
Retrospective
no real world clinical deployment or RCT",,
Performance of large language models (LLMs) in providing prostate cancer information,"Purpose: The diagnosis and management of prostate cancer (PCa), the second most common cancer in men worldwide, are highly complex. Hence, patients often seek knowledge through additional resources, including AI chatbots such as ChatGPT and Google Bard. This study aimed to evaluate the performance of LLMs in providing education on PCa. Methods: Common patient questions about PCa were collected from reliable educational websites and evaluated for accuracy, comprehensiveness, readability, and stability by two independent board-certified urologists, with a third resolving discrepancy. Accuracy was measured on a 3-point scale, comprehensiveness was measured on a 5-point Likert scale, and readability was measured using the Flesch Reading Ease (FRE) score and Flesch–Kincaid FK Grade Level. Results: A total of 52 questions on general knowledge, diagnosis, treatment, and prevention of PCa were provided to three LLMs. Although there was no significant difference in the overall accuracy of LLMs, ChatGPT-3.5 demonstrated superiority over the other LLMs in terms of general knowledge of PCa (p = 0.018). ChatGPT-4 achieved greater overall comprehensiveness than ChatGPT-3.5 and Bard (p = 0.028). For readability, Bard generated simpler sentences with the highest FRE score (54.7, p < 0.001) and lowest FK reading level (10.2, p < 0.001). Conclusion: ChatGPT-3.5, ChatGPT-4 and Bard generate accurate, comprehensive, and easily readable PCa material. These AI models might not replace healthcare professionals but can assist in patient education and guidance. © The Author(s) 2024.",yes,"This study evaluates the performance of LLMs (ChatGPT-3.5, ChatGPT-4, Bard) in providing patient education about prostate cancer by assessing their answers to common patient questions for accuracy, comprehensiveness, and readability. The evaluation is clinical in nature, focusing on the LLMs' ability to provide reliable medical information to patients.",10.1186/s12894-024-01570-0,III,Joanne,"Fake data
Fake tasks
Retrospective
no real world clinical deployment or RCT",,
Exploring the Role of a Large Language Model on Carpal Tunnel Syndrome Management: An Observation Study of ChatGPT,"Purpose: Recently, large language models, such as ChatGPT, have emerged as promising tools to facilitate scientific research and health care management. The present study aimed to explore the extent of knowledge possessed by ChatGPT concerning carpal tunnel syndrome (CTS), a compressive neuropathy that may lead to impaired hand function and that is frequently encountered in the field of hand surgery. Methods: Six questions pertaining to diagnosis and management of CTS were posed to ChatGPT. The responses were subsequently analyzed and evaluated based on their accuracy, coherence, and comprehensiveness. In addition, ChatGPT was requested to provide five high-level evidence references in support of its answers. A simulated doctor-patient consultation was also conducted to assess whether ChatGPT could offer safe medical advice. Results: ChatGPT supplied clinically relevant information regarding CTS, although at a relatively superficial level. In the context of doctor-patient interaction, ChatGPT suggested a diagnostic pathway that deviated from the widely accepted clinical consensus on CTS diagnosis. Nevertheless, it incorporated differential diagnoses and valuable management options for CTS. Although ChatGPT demonstrated the ability to retain and recall information from previous patient conversations, it infrequently produced pertinent references, many of which were either nonexistent or incorrect. Conclusions: ChatGPT displayed the capability to deliver validated medical information on CTS to nonmedical individuals. However, the generation of nonexistent and inaccurate references by ChatGPT presents a challenge to academic integrity. Clinical relevance: To increase their utility in medicine and academia, large language models must go through specialized reputable data set training and validation from experts. It is essential to note that at present, large language models cannot replace the expertise of health care professionals and may act as a supportive tool. © 2023",yes,"This study evaluates ChatGPT's ability to answer clinical questions about carpal tunnel syndrome, including diagnosis, management, and simulated doctor-patient interactions. It assesses the clinical relevance, accuracy, and safety of the information provided, which aligns with the inclusion criteria for clinical evaluation of LLMs in healthcare.",10.1016/j.jhsa.2023.07.003,III,Joanne,"Fake data
Fake tasks 
Retrospective
no real world clinical deployment or RCT",,
Recommendations for initial diabetic retinopathy screening of diabetic patients using large language model-based artificial intelligence in real-life case scenarios,"Purpose: To study the role of artificial intelligence (AI) to identify key risk factors for diabetic retinopathy (DR) screening and develop recommendations based on clinician and large language model (LLM) based AI platform opinions for newly detected diabetes mellitus (DM) cases. Methods: Five clinicians and three AI applications were given 20 AI-generated hypothetical case scenarios to assess DR screening timing. We calculated inter-rater agreements between clinicians, AI-platforms, and the “majority clinician response” (defined as the maximum number of identical responses provided by the clinicians) and “majority AI-platform” (defined as the maximum number of identical responses among the 3 distinct AI). Scoring was used to identify risk factors of different severity. Three, two, and one points were given to risk factors requiring screening immediately, within a year, and within five years, respectively. After calculating a cumulative screening score, categories were assigned. Results: Clinicians, AI platforms, and the “majority clinician response” and “majority AI response” had fair inter-rater reliability (k value: 0.21–0.40). Uncontrolled DM and systemic co-morbidities required immediate screening, while family history of DM and a co-existing pregnancy required screening within a year. The absence of these risk factors required screening within 5 years of DM diagnosis. Screening scores in this study were between 0 and 10. Cases with screening scores of 0–2 needed screening within 5 years, 3–5 within 1 year, and 6–12 immediately. Conclusion: Based on the findings of this study, AI could play a critical role in DR screening of newly diagnosed DM patients by developing a novel DR screening score. Future studies would be required to validate the DR screening score before it could be used as a reference in real-life clinical situations. Clinical trial registration: Not applicable. © 2024, The Author(s).",yes,"This study evaluates large language model-based AI platforms in making clinical recommendations for diabetic retinopathy screening in hypothetical patient scenarios, comparing their performance to clinicians. The LLMs are used in a clinical decision support context, which fits the inclusion criteria.",10.1186/s40942-024-00533-9,II,Joanne,"Fake data
Real tasks 
not retro/prospective
no real world clinical deployment or RCT",,
A chat about bipolar disorder,"28.

A chat about bipolar disorder.

Parker G(1), Spoelma MJ(1)(2).

Author information:
(1)Discipline of Psychiatry and Mental Health, School of Clinical Medicine, 
Faculty of Medicine and Health, University of New South Wales, Sydney, New South 
Wales, Australia.
(2)Black Dog Institute, Sydney, New South Wales, Australia.

OBJECTIVES: This study aimed to assess the capabilities of ChatGPT (Chat 
Generative Pre-Trained Transformer) in generating informative content related to 
bipolar disorders. The objectives were to evaluate its ability to provide 
accurate information on symptoms, classification, causes, and management of 
bipolar disorder and to explore its creativity in generating topic-related 
songs.
METHODS: ChatGPT3 was used for the study, and a series of clinically relevant 
questions were asked to test its knowledge and creativity. Questions ranged from 
common symptom descriptions to more artistic requests for songs related to 
bipolar disorder.
RESULTS: ChatGPT demonstrated the capacity to provide basic and informative 
material on bipolar disorders, including descriptions of symptoms, 
classification types, causes, and treatment options. It also showed creativity 
in generating songs that capture the nuances of bipolar symptoms, both during 
high and low states.
CONCLUSIONS: While ChatGPT3 can offer superficial information on psychiatric 
topics like bipolar disorder, its inability to provide accurate and up-to-date 
references limits its utility for creating a comprehensive review article for 
scientific journals. However, it may be helpful in generating educational 
material and assisting in component tasks for those with bipolar disorder or 
other psychiatric conditions. As newer versions of AI models are continually 
developed, their capabilities in producing more accurate and advanced content 
will need further evaluation.

© 2023 The Authors. Bipolar Disorders published by John Wiley & Sons Ltd.",yes,"This study evaluates ChatGPT-3's ability to answer clinically relevant questions about bipolar disorder, including symptoms, classification, causes, and management. It assesses the LLM's performance in providing clinical information, which fits the inclusion criteria. The additional evaluation of creative tasks (song generation) does not detract from the clinical focus.",10.1111/bdi.13379,II,Joanne,"Fake data
Real tasks
not retro/prospective
no real world clinical deployment or RCT",,
Exploring ChatGPT for information of cardiopulmonary resuscitation,"2304. Resuscitation. 2023 Apr;185:109729. doi: 10.1016/j.resuscitation.2023.109729. 
Epub 2023 Feb 10.

Exploring ChatGPT for information of cardiopulmonary resuscitation.

Ahn C(1).

Author information:
(1)Department of Emergency Medicine, College of Medicine, Chung-Ang University, 
Seoul, South Korea.",yes,"The study appears to evaluate ChatGPT's ability to provide information about cardiopulmonary resuscitation, which is a clinical topic. This suggests a clinical application of an LLM in healthcare, likely assessing its accuracy or usefulness in a medical context.",10.1016/j.resuscitation.2023.109729,II,Joanne,"Fake data
Real tasks
not retro/prospective
no real world clinical deployment or RCT",,
Evaluation of ChatGPT's responses to information needs and information seeking of dementia patients,"Many people in the advanced stages of dementia require full-time caregivers, most of whom are family members who provide informal (non-specialized) care. It is important to provide these caregivers with high-quality information to help them understand and manage the symptoms and behaviors of dementia patients. This study aims to evaluate ChatGPT, a chatbot built using the Generative Pre-trained Transformer (GPT) large language model, in responding to information needs and information seeking of such informal caregivers. We identified the information needs of dementia patients based on the relevant literature (22 articles were selected from 2442 retrieved articles). From this analysis, we created a list of 31 items that describe these information needs, and used them to formulate 118 relevant questions. We then asked these questions to ChatGPT and investigated its responses. In the next phase, we asked 15 informal and 15 formal dementia-patient caregivers to analyze and evaluate these ChatGPT responses, using both quantitative (questionnaire) and qualitative (interview) approaches. In the interviews conducted, informal caregivers were more positive towards the use of ChatGPT to obtain non-specialized information about dementia compared to formal caregivers. However, ChatGPT struggled to provide satisfactory responses to more specialized (clinical) inquiries. In the questionnaire study, informal caregivers gave higher ratings to ChatGPT's responsiveness on the 31 items describing information needs, giving an overall mean score of 3.77 (SD 0.98) out of 5; the mean score among formal caregivers was 3.13 (SD 0.65), indicating that formal caregivers showed less trust in ChatGPT's responses compared to informal caregivers. ChatGPT's responses to non-clinical information needs related to dementia patients were generally satisfactory at this stage. As this tool is still under heavy development, it holds promise for providing even higher-quality information in response to information needs, particularly when developed in collaboration with healthcare professionals. Thus, large language models such as ChatGPT can serve as valuable sources of information for informal caregivers, although they may not fully meet the needs of formal caregivers who seek specialized (clinical) answers. Nevertheless, even in its current state, ChatGPT was able to provide responses to some of the clinical questions related to dementia that were asked.",yes,"This study evaluates ChatGPT, a generative LLM, in responding to information needs of dementia patients' caregivers, including both non-clinical and some clinical questions. The study involves real caregivers assessing the quality of ChatGPT's responses to questions derived from literature on dementia information needs. Although much of the focus is on non-specialized information, the study also assesses ChatGPT's ability to answer some clinical questions. This fits the inclusion criteria as it evaluates an LLM in a healthcare context, including clinical information provision.",10.1038/s41598-024-61068-5,II,Joanne,"Fake data
Real tasks
not retro/prospective
no real world clinical deployment or RCT",,
The Potential of GPT-4 as a Personalized Virtual Assistant for Bariatric Surgery Patients,"3.

The Potential of GPT-4 as a Personalized Virtual Assistant for Bariatric Surgery 
Patients.

Ali H(1).

Author information:
(1)Department of Internal Medicine, ECU Health/Brody School of Medicine, 
Greenville, NC, 27834, USA. alih20@ecu.edu.",yes,"The title suggests the study evaluates GPT-4 as a personalized virtual assistant for bariatric surgery patients, which implies a clinical application of an LLM in patient care. Although the abstract is minimal, the context fits the inclusion criteria.",10.1007/s11695-023-06576-5,II,Joanne,"Fake data
Real tasks
not retro/prospective
no real world clinical deployment or RCT",,
Predicting dementia from spontaneous speech using large language models,"Language impairment is an important biomarker of neurodegenerative disorders such as Alzheimer’s disease (AD). Artificial intelligence (AI), particularly natural language processing (NLP), has recently been increasingly used for early prediction of AD through speech. Yet, relatively few studies exist on using large language models, especially GPT-3, to aid in the early diagnosis of dementia. In this work, we show for the first time that GPT-3 can be utilized to predict dementia from spontaneous speech. Specifically, we leverage the vast semantic knowledge encoded in the GPT-3 model to generate text embedding, a vector representation of the transcribed text from speech, that captures the semantic meaning of the input. We demonstrate that the text embedding can be reliably used to (1) distinguish individuals with AD from healthy controls, and (2) infer the subject’s cognitive testing score, both solely based on speech data. We further show that text embedding considerably outperforms the conventional acoustic feature-based approach and even performs competitively with prevailing fine-tuned models. Together, our results suggest that GPT-3 based text embedding is a viable approach for AD assessment directly from speech and has the potential to improve early diagnosis of dementia. © 2022 Agbavor, Liang. This is an open access article distributed under the terms of the Creative Commons Attribution License, which permits unrestricted use, distribution, and reproduction in any medium, provided the original author and source are credited.",yes,"This study uses GPT-3, a large language model, to generate text embeddings from patient speech and uses these embeddings to predict dementia and cognitive scores. The application is clinical (early diagnosis of dementia), and the LLM is used in a way that directly impacts clinical decision-making. This fits the inclusion criteria.",10.1371/journal.pdig.0000168,I,Joanne,"Real data
Real tasks
not retro/prospective
no real world clinical deployment or RCT",,
Accuracy of ChatGPT-4o in Text and Video Analysis of Laryngeal Malignant and Premalignant Diseases,"Introduction: Chatbot Generative Pretrained Transformer (ChatGPT), a multimodal generative AI, has been studied for potential applications in healthcare, including otolaryngology-head and neck surgery. In this study, authors investigates the consistency of ChatGPT-4o in analyzing clinical fiberoptic videos of suspected laryngeal malignancies compared to expert clinicians. Methods: This experimental study involved twenty patients with primary laryngeal disease consulting at a tertiary academic center. Data, including laryngeal fiberoptic video examinations, were retrospectively analyzed using the ChatGPT-4o application programming interface. Responses were assessed for diagnostic accuracy, consistency, and clinical recommendations. Three otolaryngology-head and neck consultants independently evaluated ChatGPT-4o's performance using the Artificial Intelligence Performance Instrument and a five-point Likert scale for complexity and consistency. Results: ChatGPT-4o identified malignant diagnoses as the primary diagnosis in 30% of cases, while proposing malignancies as one of the top three diagnoses in 90% of cases. Despite high sensitivity, specificity was limited. The mean consistency score for image analysis was 2.36 ± 1.13, with an intraclass correlation coefficient of 0.890 (P = 0.03). The model showed a tendency to prioritize text over visual data, limiting the improvement in diagnostic accuracy from video input. Conclusion: While ChatGPT-4o demonstrates potential in analyzing laryngeal pathologies through multimodal data, current limitations in specificity and image interpretation indicate the need for further refinement. Ongoing advancements could enhance its integration into clinical workflows, supporting accurate diagnoses and decision-making in otolaryngology. © 2025 The Voice Foundation",yes,"This study evaluates ChatGPT-4o, a frontier LLM, in a direct clinical application: analyzing fiberoptic laryngeal videos for diagnosis and clinical recommendations. The study assesses diagnostic accuracy, consistency, and compares LLM performance to expert clinicians, which fits the inclusion criteria for clinical evaluation of LLMs in healthcare.",10.1016/j.jvoice.2025.03.006,I,Joanne,"Real data
Real task
Retrospective
no real world clinical deployment or RCT",,
